model,fold,best_epoch,protocol,use_trainval_for_final,train_size,val_size,test_size,epochs,tta_enabled,tta_num_views,val_acc,val_mAUC,test_acc,test_mAUC,checkpoint,output_dir
official_beats_strong_ft,1,17,esc50_standard_cv,True,1600,0,400,17,False,1,nan,nan,0.9475,0.9987117346938775,outputs\replication_standard_cv\full_lr3e6_fold1\final_official_beats_strong_ft_fold_1.pt,outputs\replication_standard_cv\full_lr3e6_fold1
